Datetime,时间_小时,时间_时段,光伏出力_kW,负荷消耗_kW,实时电价_元/kWh
2026-02-27 17:46:00,313.8833,18830,4.84,144.24,0.429
2026-02-27 17:47:00,313.9,18831,5.82,150.61,0.43
2026-02-27 17:48:00,313.9167,18832,0,145.95,0.426
2026-02-27 17:49:00,313.9333,18833,0,154.85,0.429
2026-02-27 17:50:00,313.95,18834,5.02,168.76,0.415
2026-02-27 17:51:00,313.9667,18835,0.17,161.51,0.432
2026-02-27 17:52:00,313.9833,18836,0,165.19,0.414
2026-02-27 17:53:00,314,18837,5.43,161.22,0.44
2026-02-27 17:54:00,314.0167,18838,0,155.26,0.438
2026-02-27 17:55:00,314.0333,18839,0.12,159.68,0.438
2026-02-27 17:56:00,314.05,18840,5.18,158.46,0.431
2026-02-27 17:57:00,314.0667,18841,1,161.32,0.42
2026-02-27 17:58:00,314.0833,18842,0.4,152.84,0.418
2026-02-27 17:59:00,314.1,18843,0,164.76,0.444
2026-02-27 18:00:00,314.1167,18844,5.62,163.21,0.444
2026-02-27 18:01:00,314.1333,18845,0,170.88,0.426
2026-02-27 18:02:00,314.15,18846,0,154.47,0.429
2026-02-27 18:03:00,314.1667,18847,0,161.34,0.438
2026-02-27 18:04:00,314.1833,18848,4.65,155.88,0.418
2026-02-27 18:05:00,314.2,18849,2.52,154.86,0.432
2026-02-27 18:06:00,314.2167,18850,0,177,0.424
2026-02-27 18:07:00,314.2333,18851,1.48,157.86,0.439
2026-02-27 18:08:00,314.25,18852,0,156.83,0.435
2026-02-27 18:09:00,314.2667,18853,0,173.32,0.446
2026-02-27 18:10:00,314.2833,18854,0.7,174.19,0.426
2026-02-27 18:11:00,314.3,18855,0.33,168.07,0.429
2026-02-27 18:12:00,314.3167,18856,1.83,168.06,0.449
2026-02-27 18:13:00,314.3333,18857,5.93,169.12,0.437
2026-02-27 18:14:00,314.35,18858,2.59,164.65,0.433
2026-02-27 18:15:00,314.3667,18859,0,166.64,0.418
2026-02-27 18:16:00,314.3833,18860,4.41,180.04,0.417
2026-02-27 18:17:00,314.4,18861,1.91,172.48,0.451
2026-02-27 18:18:00,314.4167,18862,0,189.59,0.438
2026-02-27 18:19:00,314.4333,18863,0.11,187.59,0.425
2026-02-27 18:20:00,314.45,18864,3.75,195.53,0.418
2026-02-27 18:21:00,314.4667,18865,1.48,177.9,0.451
2026-02-27 18:22:00,314.4833,18866,5.92,187.57,0.445
2026-02-27 18:23:00,314.5,18867,0,191.82,0.419
2026-02-27 18:24:00,314.5167,18868,0,193.45,0.426
2026-02-27 18:25:00,314.5333,18869,0,185.39,0.425
2026-02-27 18:26:00,314.55,18870,0,193.04,0.449
2026-02-27 18:27:00,314.5667,18871,0,191.19,0.424
2026-02-27 18:28:00,314.5833,18872,0,176.9,0.424
2026-02-27 18:29:00,314.6,18873,0,190.99,0.454
2026-02-27 18:30:00,314.6167,18874,0,175.88,0.442
2026-02-27 18:31:00,314.6333,18875,0,167.38,0.454
2026-02-27 18:32:00,314.65,18876,3.41,173.35,0.453
2026-02-27 18:33:00,314.6667,18877,2.08,179.07,0.452
2026-02-27 18:34:00,314.6833,18878,0.98,166.13,0.422
2026-02-27 18:35:00,314.7,18879,1.56,181.87,0.442
2026-02-27 18:36:00,314.7167,18880,2.39,164.69,0.437
2026-02-27 18:37:00,314.7333,18881,0,171.39,0.452
2026-02-27 18:38:00,314.75,18882,0,164.4,0.426
2026-02-27 18:39:00,314.7667,18883,0,164.4,0.443
2026-02-27 18:40:00,314.7833,18884,0,176.7,0.425
2026-02-27 18:41:00,314.8,18885,2.39,169.26,0.447
2026-02-27 18:42:00,314.8167,18886,0,171.18,0.423
2026-02-27 18:43:00,314.8333,18887,0,162.99,0.425
2026-02-27 18:44:00,314.85,18888,0,158.52,0.42
2026-02-27 18:45:00,314.8667,18889,3.35,171.02,0.436
2026-02-27 18:46:00,314.8833,18890,0,162.51,0.421
2026-02-27 18:47:00,314.9,18891,0,168.94,0.427
2026-02-27 18:48:00,314.9167,18892,4.6,162.27,0.432
2026-02-27 18:49:00,314.9333,18893,0,171.58,0.408
2026-02-27 18:50:00,314.95,18894,0,170.28,0.411
2026-02-27 18:51:00,314.9667,18895,0,160.86,0.42
2026-02-27 18:52:00,314.9833,18896,0,173.6,0.396
2026-02-27 18:53:00,315,18897,0,170.06,0.417
2026-02-27 18:54:00,315.0167,18898,2.64,166.69,0.414
2026-02-27 18:55:00,315.0333,18899,0,157.16,0.389
2026-02-27 18:56:00,315.05,18900,0,160.99,0.418
2026-02-27 18:57:00,315.0667,18901,0,164.9,0.408
2026-02-27 18:58:00,315.0833,18902,2.94,155.43,0.422
2026-02-27 18:59:00,315.1,18903,2.34,164.42,0.394
2026-02-27 19:00:00,315.1167,18904,0,166.54,0.392
2026-02-27 19:01:00,315.1333,18905,0,168.17,0.395
2026-02-27 19:02:00,315.15,18906,5.44,162.9,0.404
2026-02-27 19:03:00,315.1667,18907,0,168.66,0.398
2026-02-27 19:04:00,315.1833,18908,0,161.54,0.396
2026-02-27 19:05:00,315.2,18909,0,167.74,0.428
2026-02-27 19:06:00,315.2167,18910,0,170.53,0.412
2026-02-27 19:07:00,315.2333,18911,0,166.67,0.406
2026-02-27 19:08:00,315.25,18912,0,163.73,0.406
2026-02-27 19:09:00,315.2667,18913,3.52,152.13,0.417
2026-02-27 19:10:00,315.2833,18914,0,161.13,0.429
2026-02-27 19:11:00,315.3,18915,0,171.69,0.43
2026-02-27 19:12:00,315.3167,18916,5.92,152.79,0.402
2026-02-27 19:13:00,315.3333,18917,4.33,157.41,0.409
2026-02-27 19:14:00,315.35,18918,0.46,156.45,0.402
2026-02-27 19:15:00,315.3667,18919,1.37,144.18,0.408
2026-02-27 19:16:00,315.3833,18920,0,156.46,0.413
2026-02-27 19:17:00,315.4,18921,0,147.78,0.423
2026-02-27 19:18:00,315.4167,18922,3.23,140.79,0.441
2026-02-27 19:19:00,315.4333,18923,5.35,150.82,0.441
2026-02-27 19:20:00,315.45,18924,0,146.53,0.412
2026-02-27 19:21:00,315.4667,18925,0,155.28,0.435
2026-02-27 19:22:00,315.4833,18926,0,143.43,0.442
2026-02-27 19:23:00,315.5,18927,3.62,147.21,0.439
2026-02-27 19:24:00,315.5167,18928,0,150.89,0.415
2026-02-27 19:25:00,315.5333,18929,0,136.54,0.43
2026-02-27 19:26:00,315.55,18930,2.78,156.71,0.423
2026-02-27 19:27:00,315.5667,18931,3.19,156.76,0.427
2026-02-27 19:28:00,315.5833,18932,5.12,158.8,0.414
2026-02-27 19:29:00,315.6,18933,0,161.41,0.447
2026-02-27 19:30:00,315.6167,18934,4.19,148.13,0.417
2026-02-27 19:31:00,315.6333,18935,0,163.75,0.439
2026-02-27 19:32:00,315.65,18936,0,159.39,0.436
2026-02-27 19:33:00,315.6667,18937,0.18,163.11,0.423
2026-02-27 19:34:00,315.6833,18938,0,163.92,0.43
2026-02-27 19:35:00,315.7,18939,0,161.54,0.415
2026-02-27 19:36:00,315.7167,18940,0,169.32,0.415
2026-02-27 19:37:00,315.7333,18941,0,154.76,0.413
2026-02-27 19:38:00,315.75,18942,5.23,169.41,0.438
2026-02-27 19:39:00,315.7667,18943,0,161.03,0.426
2026-02-27 19:40:00,315.7833,18944,1.66,163.28,0.429
2026-02-27 19:41:00,315.8,18945,3.88,156.89,0.44
2026-02-27 19:42:00,315.8167,18946,4.08,174.93,0.439
2026-02-27 19:43:00,315.8333,18947,0,161.27,0.414
2026-02-27 19:44:00,315.85,18948,5.44,161.34,0.443
2026-02-27 19:45:00,315.8667,18949,0,176.82,0.415
2026-02-27 19:46:00,315.8833,18950,1.14,178.55,0.438
2026-02-27 19:47:00,315.9,18951,0.97,164.62,0.434
2026-02-27 19:48:00,315.9167,18952,3.24,160.79,0.414
2026-02-27 19:49:00,315.9333,18953,0,159.56,0.417
2026-02-27 19:50:00,315.95,18954,0,159.73,0.426
2026-02-27 19:51:00,315.9667,18955,4,177.35,0.423
2026-02-27 19:52:00,315.9833,18956,0.29,181.54,0.427
2026-02-27 19:53:00,316,18957,0,176.06,0.443
2026-02-27 19:54:00,316.0167,18958,4.94,165.41,0.418
2026-02-27 19:55:00,316.0333,18959,1.12,171.08,0.446
2026-02-27 19:56:00,316.05,18960,0.04,167.48,0.438
2026-02-27 19:57:00,316.0667,18961,1.63,168.48,0.445
2026-02-27 19:58:00,316.0833,18962,5.66,181.11,0.442
2026-02-27 19:59:00,316.1,18963,2.89,194.79,0.459
2026-02-27 20:00:00,316.1167,18964,0,180.26,0.442
2026-02-27 20:01:00,316.1333,18965,0,181.97,0.468
2026-02-27 20:02:00,316.15,18966,0,179.32,0.452
2026-02-27 20:03:00,316.1667,18967,0,201.25,0.455
2026-02-27 20:04:00,316.1833,18968,0,200.48,0.461
2026-02-27 20:05:00,316.2,18969,4.18,188.04,0.481
2026-02-27 20:06:00,316.2167,18970,1.14,208.95,0.474
2026-02-27 20:07:00,316.2333,18971,0,198.7,0.452
2026-02-27 20:08:00,316.25,18972,2.65,207.7,0.463
2026-02-27 20:09:00,316.2667,18973,0,207.42,0.481
2026-02-27 20:10:00,316.2833,18974,1.84,197.7,0.472
2026-02-27 20:11:00,316.3,18975,0,200.71,0.446
2026-02-27 20:12:00,316.3167,18976,0,193.23,0.477
2026-02-27 20:13:00,316.3333,18977,2.75,188.76,0.45
2026-02-27 20:14:00,316.35,18978,5.67,189.01,0.464
2026-02-27 20:15:00,316.3667,18979,0,200.57,0.468
2026-02-27 20:16:00,316.3833,18980,0,180.02,0.451
2026-02-27 20:17:00,316.4,18981,0,196.08,0.463
2026-02-27 20:18:00,316.4167,18982,5.3,184.9,0.462
2026-02-27 20:19:00,316.4333,18983,3.71,176.98,0.429
2026-02-27 20:20:00,316.45,18984,3.8,178.59,0.445
2026-02-27 20:21:00,316.4667,18985,0,174.29,0.423
2026-02-27 20:22:00,316.4833,18986,0,163.79,0.419
2026-02-27 20:23:00,316.5,18987,0,179.14,0.443
2026-02-27 20:24:00,316.5167,18988,1.3,165.86,0.444
2026-02-27 20:25:00,316.5333,18989,5.45,172,0.416
2026-02-27 20:26:00,316.55,18990,3.74,164.88,0.445
2026-02-27 20:27:00,316.5667,18991,0.72,175.13,0.433
2026-02-27 20:28:00,316.5833,18992,5.74,165.56,0.436
2026-02-27 20:29:00,316.6,18993,0,184.38,0.441
2026-02-27 20:30:00,316.6167,18994,0,172.97,0.446
2026-02-27 20:31:00,316.6333,18995,4.31,177.02,0.443
2026-02-27 20:32:00,316.65,18996,5.53,184.97,0.446
2026-02-27 20:33:00,316.6667,18997,0,174.44,0.431
2026-02-27 20:34:00,316.6833,18998,0,177.62,0.43
2026-02-27 20:35:00,316.7,18999,0,187.45,0.421
2026-02-27 20:36:00,316.7167,19000,0,186.42,0.441
2026-02-27 20:37:00,316.7333,19001,0.85,169.83,0.45
2026-02-27 20:38:00,316.75,19002,0,183.31,0.438
2026-02-27 20:39:00,316.7667,19003,3.77,177.38,0.433
2026-02-27 20:40:00,316.7833,19004,2.3,170.2,0.444
2026-02-27 20:41:00,316.8,19005,0,179,0.441
2026-02-27 20:42:00,316.8167,19006,5.18,185.11,0.429
2026-02-27 20:43:00,316.8333,19007,0,181.8,0.428
2026-02-27 20:44:00,316.85,19008,0,181.78,0.424
2026-02-27 20:45:00,316.8667,19009,0,190.04,0.426
2026-02-27 20:46:00,316.8833,19010,0,183.12,0.45
2026-02-27 20:47:00,316.9,19011,5.85,189.88,0.429
2026-02-27 20:48:00,316.9167,19012,1.24,186.43,0.426
2026-02-27 20:49:00,316.9333,19013,5.11,167.24,0.419
2026-02-27 20:50:00,316.95,19014,4.7,174.04,0.424
2026-02-27 20:51:00,316.9667,19015,0,176.67,0.422
2026-02-27 20:52:00,316.9833,19016,1.22,180.33,0.445
2026-02-27 20:53:00,317,19017,5.2,177.5,0.419
2026-02-27 20:54:00,317.0167,19018,5.12,182.08,0.42
2026-02-27 20:55:00,317.0333,19019,0,179.85,0.429
2026-02-27 20:56:00,317.05,19020,4.1,173.78,0.443
2026-02-27 20:57:00,317.0667,19021,2.53,164.34,0.418
2026-02-27 20:58:00,317.0833,19022,0,185.87,0.426
2026-02-27 20:59:00,317.1,19023,0.92,179.59,0.444
2026-02-27 21:00:00,317.1167,19024,2.11,167.1,0.423
2026-02-27 21:01:00,317.1333,19025,4.22,161.02,0.443
2026-02-27 21:02:00,317.15,19026,0,164.72,0.444
2026-02-27 21:03:00,317.1667,19027,2.72,177.82,0.417
2026-02-27 21:04:00,317.1833,19028,5.75,169.15,0.448
2026-02-27 21:05:00,317.2,19029,0.96,163.55,0.425
2026-02-27 21:06:00,317.2167,19030,4.94,170.68,0.434
2026-02-27 21:07:00,317.2333,19031,5.18,164.14,0.449
2026-02-27 21:08:00,317.25,19032,0,160.82,0.421
2026-02-27 21:09:00,317.2667,19033,0.55,176.32,0.447
2026-02-27 21:10:00,317.2833,19034,0,173.13,0.426
2026-02-27 21:11:00,317.3,19035,0.78,167.17,0.427
2026-02-27 21:12:00,317.3167,19036,0,178.86,0.424
2026-02-27 21:13:00,317.3333,19037,4.41,181.13,0.445
2026-02-27 21:14:00,317.35,19038,4.48,174.98,0.412
2026-02-27 21:15:00,317.3667,19039,0,188.41,0.411
2026-02-27 21:16:00,317.3833,19040,0.95,175.73,0.416
2026-02-27 21:17:00,317.4,19041,0.79,183.38,0.413
2026-02-27 21:18:00,317.4167,19042,0,181.97,0.408
2026-02-27 21:19:00,317.4333,19043,2.05,183.64,0.441
2026-02-27 21:20:00,317.45,19044,0,209.87,0.416
2026-02-27 21:21:00,317.4667,19045,0,207.72,0.439
2026-02-27 21:22:00,317.4833,19046,0,194.3,0.411
2026-02-27 21:23:00,317.5,19047,0,213.09,0.418
2026-02-27 21:24:00,317.5167,19048,0,205.03,0.413
2026-02-27 21:25:00,317.5333,19049,5.91,211.6,0.419
2026-02-27 21:26:00,317.55,19050,5.62,208,0.423
2026-02-27 21:27:00,317.5667,19051,3.39,203.57,0.432
2026-02-27 21:28:00,317.5833,19052,0,204.98,0.42
2026-02-27 21:29:00,317.6,19053,3.58,205.89,0.43
2026-02-27 21:30:00,317.6167,19054,5.3,196.32,0.418
2026-02-27 21:31:00,317.6333,19055,1.22,204.12,0.422
2026-02-27 21:32:00,317.65,19056,0,210.71,0.427
2026-02-27 21:33:00,317.6667,19057,4.83,206.38,0.43
2026-02-27 21:34:00,317.6833,19058,1.08,219.96,0.419
2026-02-27 21:35:00,317.7,19059,0,218.93,0.426
2026-02-27 21:36:00,317.7167,19060,1.86,199.47,0.43
2026-02-27 21:37:00,317.7333,19061,5.57,221.06,0.428
2026-02-27 21:38:00,317.75,19062,0,216.53,0.451
2026-02-27 21:39:00,317.7667,19063,8.45,200.55,0.434
2026-02-27 21:40:00,317.7833,19064,20.82,221.9,0.45
2026-02-27 21:41:00,317.8,19065,36.9,217.44,0.444
2026-02-27 21:42:00,317.8167,19066,43.84,223.85,0.444
2026-02-27 21:43:00,317.8333,19067,53.45,214.48,0.416
2026-02-27 21:44:00,317.85,19068,69.72,217.26,0.436
2026-02-27 21:45:00,317.8667,19069,73.04,226.03,0.417
2026-02-27 21:46:00,317.8833,19070,90.19,213.14,0.432
2026-02-27 21:47:00,317.9,19071,94.24,219.94,0.423
2026-02-27 21:48:00,317.9167,19072,101.22,208.18,0.41
2026-02-27 21:49:00,317.9333,19073,105.9,218.24,0.431
2026-02-27 21:50:00,317.95,19074,108.21,214.39,0.421
2026-02-27 21:51:00,317.9667,19075,122.49,224.55,0.431
2026-02-27 21:52:00,317.9833,19076,139.61,224.65,0.422
2026-02-27 21:53:00,318,19077,147.67,224.26,0.402
2026-02-27 21:54:00,318.0167,19078,160.9,228.21,0.401
2026-02-27 21:55:00,318.0333,19079,171.84,214.76,0.429
2026-02-27 21:56:00,318.05,19080,170.02,211.23,0.409
2026-02-27 21:57:00,318.0667,19081,168.08,225.95,0.41
2026-02-27 21:58:00,318.0833,19082,175.39,215.57,0.42
2026-02-27 21:59:00,318.1,19083,173.44,228.16,0.421
2026-02-27 22:00:00,318.1167,19084,174.89,213.27,0.434
2026-02-27 22:01:00,318.1333,19085,178.6,206.68,0.41
2026-02-27 22:02:00,318.15,19086,186.33,220.39,0.417
2026-02-27 22:03:00,318.1667,19087,183.73,218.64,0.42
2026-02-27 22:04:00,318.1833,19088,174.28,215.22,0.423
2026-02-27 22:05:00,318.2,19089,166.72,199.35,0.437
2026-02-27 22:06:00,318.2167,19090,162.94,213.77,0.405
2026-02-27 22:07:00,318.2333,19091,155.23,203.35,0.422
2026-02-27 22:08:00,318.25,19092,156.76,196.34,0.438
2026-02-27 22:09:00,318.2667,19093,163.05,222.31,0.438
2026-02-27 22:10:00,318.2833,19094,170.08,215.64,0.419
2026-02-27 22:11:00,318.3,19095,181.2,231.21,0.432
2026-02-27 22:12:00,318.3167,19096,197.87,231.68,0.406
2026-02-27 22:13:00,318.3333,19097,198.17,216.11,0.407
2026-02-27 22:14:00,318.35,19098,195.75,238.51,0.423
2026-02-27 22:15:00,318.3667,19099,187.81,237.24,0.429
2026-02-27 22:16:00,318.3833,19100,187.72,240.67,0.437
2026-02-27 22:17:00,318.4,19101,191.26,251.86,0.404
2026-02-27 22:18:00,318.4167,19102,197.54,254.67,0.425
2026-02-27 22:19:00,318.4333,19103,191.27,261.77,0.425
2026-02-27 22:20:00,318.45,19104,192.1,261.3,0.41
2026-02-27 22:21:00,318.4667,19105,185.59,253.98,0.434
2026-02-27 22:22:00,318.4833,19106,179.66,257.22,0.41
2026-02-27 22:23:00,318.5,19107,166.96,262.98,0.405
2026-02-27 22:24:00,318.5167,19108,173.72,273.75,0.421
2026-02-27 22:25:00,318.5333,19109,166.82,256.96,0.415
2026-02-27 22:26:00,318.55,19110,183.75,273.79,0.435
2026-02-27 22:27:00,318.5667,19111,189.36,260.26,0.433
2026-02-27 22:28:00,318.5833,19112,206.8,256.75,0.42
2026-02-27 22:29:00,318.6,19113,212.19,262.84,0.434
2026-02-27 22:30:00,318.6167,19114,211.07,259.99,0.418
2026-02-27 22:31:00,318.6333,19115,220.84,240.17,0.434
2026-02-27 22:32:00,318.65,19116,212.54,244.08,0.415
2026-02-27 22:33:00,318.6667,19117,225.75,253.12,0.417
2026-02-27 22:34:00,318.6833,19118,228.35,249.44,0.418
2026-02-27 22:35:00,318.7,19119,229.38,251.52,0.425
2026-02-27 22:36:00,318.7167,19120,222.83,236.11,0.42
2026-02-27 22:37:00,318.7333,19121,228.66,233.94,0.441
2026-02-27 22:38:00,318.75,19122,220.56,248.42,0.424
2026-02-27 22:39:00,318.7667,19123,208.09,249.28,0.42
2026-02-27 22:40:00,318.7833,19124,201.14,256.99,0.435
2026-02-27 22:41:00,318.8,19125,198.45,254.45,0.421
2026-02-27 22:42:00,318.8167,19126,194.7,252.45,0.427
2026-02-27 22:43:00,318.8333,19127,212.45,269.54,0.453
2026-02-27 22:44:00,318.85,19128,219.63,258.73,0.424
2026-02-27 22:45:00,318.8667,19129,224.52,257.21,0.446
2026-02-27 22:46:00,318.8833,19130,237.18,266.45,0.435
2026-02-27 22:47:00,318.9,19131,240.84,269.44,0.447
2026-02-27 22:48:00,318.9167,19132,233.79,274.86,0.444
2026-02-27 22:49:00,318.9333,19133,238.97,288.93,0.448
2026-02-27 22:50:00,318.95,19134,244.99,279.98,0.458
2026-02-27 22:51:00,318.9667,19135,239.95,287.5,0.44
2026-02-27 22:52:00,318.9833,19136,237.75,290.16,0.452
2026-02-27 22:53:00,319,19137,239.67,299.1,0.451
2026-02-27 22:54:00,319.0167,19138,248.05,302.27,0.458
2026-02-27 22:55:00,319.0333,19139,226.35,325.61,0.463
2026-02-27 22:56:00,319.05,19140,216.62,326.15,0.439
2026-02-27 22:57:00,319.0667,19141,214.65,319.01,0.458
2026-02-27 22:58:00,319.0833,19142,209.94,323.7,0.451
2026-02-27 22:59:00,319.1,19143,209.17,325.1,0.447
2026-02-27 23:00:00,319.1167,19144,223.35,341.39,0.423
2026-02-27 23:01:00,319.1333,19145,238.41,341.43,0.426
2026-02-27 23:02:00,319.15,19146,251.28,340.44,0.425
2026-02-27 23:03:00,319.1667,19147,258.83,345.51,0.41
2026-02-27 23:04:00,319.1833,19148,265.1,362.35,0.417
2026-02-27 23:05:00,319.2,19149,259.49,356.1,0.417
2026-02-27 23:06:00,319.2167,19150,264.72,361.23,0.432
2026-02-27 23:07:00,319.2333,19151,258.74,380.02,0.42
2026-02-27 23:08:00,319.25,19152,264.07,374.91,0.422
2026-02-27 23:09:00,319.2667,19153,264.05,374.68,0.414
2026-02-27 23:10:00,319.2833,19154,265.39,371.39,0.422
2026-02-27 23:11:00,319.3,19155,275.12,370.56,0.419
2026-02-27 23:12:00,319.3167,19156,254.53,368.51,0.431
2026-02-27 23:13:00,319.3333,19157,246.03,364.11,0.427
2026-02-27 23:14:00,319.35,19158,234.29,351.42,0.43
2026-02-27 23:15:00,319.3667,19159,233.15,347.3,0.406
2026-02-27 23:16:00,319.3833,19160,232.39,362.96,0.421
2026-02-27 23:17:00,319.4,19161,240.87,336.74,0.426
2026-02-27 23:18:00,319.4167,19162,251.94,333.61,0.42
2026-02-27 23:19:00,319.4333,19163,272.72,338.79,0.44
2026-02-27 23:20:00,319.45,19164,282.05,341.09,0.44
2026-02-27 23:21:00,319.4667,19165,282.15,330.91,0.446
2026-02-27 23:22:00,319.4833,19166,277.77,340.62,0.436
2026-02-27 23:23:00,319.5,19167,288.62,335.97,0.433
2026-02-27 23:24:00,319.5167,19168,292.04,328.23,0.421
2026-02-27 23:25:00,319.5333,19169,295.3,328.7,0.434
2026-02-27 23:26:00,319.55,19170,300.29,338.11,0.45
2026-02-27 23:27:00,319.5667,19171,295.17,334.11,0.43
2026-02-27 23:28:00,319.5833,19172,308.31,338.34,0.423
2026-02-27 23:29:00,319.6,19173,284.83,336.37,0.426
2026-02-27 23:30:00,319.6167,19174,280.27,346.96,0.435
2026-02-27 23:31:00,319.6333,19175,268.92,360.33,0.43
2026-02-27 23:32:00,319.65,19176,272.63,361.57,0.426
2026-02-27 23:33:00,319.6667,19177,279,353.45,0.42
2026-02-27 23:34:00,319.6833,19178,294.52,351.39,0.436
2026-02-27 23:35:00,319.7,19179,303.55,365.94,0.424
2026-02-27 23:36:00,319.7167,19180,331.19,370.99,0.425
2026-02-27 23:37:00,319.7333,19181,342.11,362.83,0.408
2026-02-27 23:38:00,319.75,19182,341.35,384.86,0.404
2026-02-27 23:39:00,319.7667,19183,341.1,375.87,0.447
2026-02-27 23:40:00,319.7833,19184,346.32,371.19,0.473
2026-02-27 23:41:00,319.8,19185,348.25,390.84,0.503
2026-02-27 23:42:00,319.8167,19186,346.15,382.97,0.542
2026-02-27 23:43:00,319.8333,19187,338.11,382.02,0.561
2026-02-27 23:44:00,319.85,19188,344.79,397.16,0.602
2026-02-27 23:45:00,319.8667,19189,338.35,403.89,0.606
2026-02-27 23:46:00,319.8833,19190,316.36,409.6,0.662
2026-02-27 23:47:00,319.9,19191,307.27,397.31,0.662
2026-02-27 23:48:00,319.9167,19192,289.45,409.5,0.698
2026-02-27 23:49:00,319.9333,19193,294.05,421.81,0.745
2026-02-27 23:50:00,319.95,19194,290.38,410.84,0.746
2026-02-27 23:51:00,319.9667,19195,300.67,411.52,0.788
2026-02-27 23:52:00,319.9833,19196,314.87,432.73,0.814
2026-02-27 23:53:00,320,19197,325.5,421.23,0.846
2026-02-27 23:54:00,320.0167,19198,333.68,423.16,0.86
2026-02-27 23:55:00,320.0333,19199,337.89,416.88,0.858
2026-02-27 23:56:00,320.05,19200,341.08,420.48,0.869
2026-02-27 23:57:00,320.0667,19201,336.86,420.6,0.849
2026-02-27 23:58:00,320.0833,19202,344.56,432.81,0.869
2026-02-27 23:59:00,320.1,19203,345.02,433.3,0.87
2026-02-28 00:00:00,320.1167,19204,342.49,429.26,0.848
2026-02-28 00:01:00,320.1333,19205,336.09,429.79,0.866
2026-02-28 00:02:00,320.15,19206,339.22,427.25,0.86
2026-02-28 00:03:00,320.1667,19207,320.29,430.69,0.888
2026-02-28 00:04:00,320.1833,19208,304.79,428.13,0.886
2026-02-28 00:05:00,320.2,19209,299.5,425.87,0.868
2026-02-28 00:06:00,320.2167,19210,286.56,431.81,0.873
2026-02-28 00:07:00,320.2333,19211,287.95,428.64,0.891
2026-02-28 00:08:00,320.25,19212,297.03,432.81,0.902
2026-02-28 00:09:00,320.2667,19213,323.02,425.77,0.881
2026-02-28 00:10:00,320.2833,19214,346.24,420.28,0.895
2026-02-28 00:11:00,320.3,19215,351.15,436.51,0.888
2026-02-28 00:12:00,320.3167,19216,362.46,433.17,0.87
2026-02-28 00:13:00,320.3333,19217,364.85,424.45,0.893
2026-02-28 00:14:00,320.35,19218,368.33,433.08,0.862
2026-02-28 00:15:00,320.3667,19219,367.72,418.83,0.87
2026-02-28 00:16:00,320.3833,19220,377.36,418.07,0.856
2026-02-28 00:17:00,320.4,19221,374.98,417.4,0.855
2026-02-28 00:18:00,320.4167,19222,375.39,418.61,0.855
2026-02-28 00:19:00,320.4333,19223,380.09,414.21,0.882
2026-02-28 00:20:00,320.45,19224,367.44,413.21,0.851
2026-02-28 00:21:00,320.4667,19225,352.34,430.99,0.849
2026-02-28 00:22:00,320.4833,19226,341.06,409.69,0.857
2026-02-28 00:23:00,320.5,19227,344.38,422.37,0.869
2026-02-28 00:24:00,320.5167,19228,342.42,425.55,0.871
2026-02-28 00:25:00,320.5333,19229,345.54,417.16,0.852
2026-02-28 00:26:00,320.55,19230,368.91,440.34,0.85
2026-02-28 00:27:00,320.5667,19231,383.16,438.97,0.87
2026-02-28 00:28:00,320.5833,19232,399.33,441.51,0.847
2026-02-28 00:29:00,320.6,19233,392.17,452.92,0.858
2026-02-28 00:30:00,320.6167,19234,390.27,440.85,0.862
2026-02-28 00:31:00,320.6333,19235,394.81,469.11,0.847
2026-02-28 00:32:00,320.65,19236,390.98,464.45,0.837
2026-02-28 00:33:00,320.6667,19237,390.7,470.68,0.836
2026-02-28 00:34:00,320.6833,19238,390.48,476.6,0.838
2026-02-28 00:35:00,320.7,19239,380.68,475.88,0.856
2026-02-28 00:36:00,320.7167,19240,378.12,487.13,0.849
2026-02-28 00:37:00,320.7333,19241,360.73,480.54,0.825
2026-02-28 00:38:00,320.75,19242,345.24,496.62,0.819
2026-02-28 00:39:00,320.7667,19243,330.04,501.52,0.821
2026-02-28 00:40:00,320.7833,19244,330.67,496.76,0.85
2026-02-28 00:41:00,320.8,19245,339.86,490.55,0.818
2026-02-28 00:42:00,320.8167,19246,345.75,474.88,0.845
2026-02-28 00:43:00,320.8333,19247,367.98,491.17,0.821
2026-02-28 00:44:00,320.85,19248,396,488.12,0.841
2026-02-28 00:45:00,320.8667,19249,401.41,475.5,0.854
2026-02-28 00:46:00,320.8833,19250,415.35,477.24,0.856
2026-02-28 00:47:00,320.9,19251,409.07,473.21,0.851
2026-02-28 00:48:00,320.9167,19252,414.77,463.53,0.856
2026-02-28 00:49:00,320.9333,19253,426.2,456.48,0.854
2026-02-28 00:50:00,320.95,19254,423.04,467.17,0.852
2026-02-28 00:51:00,320.9667,19255,422.75,450.23,0.852
2026-02-28 00:52:00,320.9833,19256,435.42,447.21,0.848
2026-02-28 00:53:00,321,19257,426.93,462.39,0.842
2026-02-28 00:54:00,321.0167,19258,405.68,453.12,0.836
2026-02-28 00:55:00,321.0333,19259,389.35,460.31,0.838
2026-02-28 00:56:00,321.05,19260,368.89,460.72,0.863
2026-02-28 00:57:00,321.0667,19261,364.03,456.87,0.862
2026-02-28 00:58:00,321.0833,19262,368.02,467.69,0.837
2026-02-28 00:59:00,321.1,19263,375.69,486.09,0.873
2026-02-28 01:00:00,321.1167,19264,395.41,488.67,0.861
